Localidades	Id
Carretera Cayambe - Olmedo, km 7	1529
Carretera Cayambe-Refugio del Volcan Cayambe  	1530
Carretera CCV - 711, este del Embalse del Ruecas	1531
Carretera Cherokee, Norte de Montaña Table 	1532
Carretera Chiquintad-Labrado, Presa Chanlud, km 269	1533
Carretera comarcal de Sevilla 3310, Km 51	1534
Carretera Cruz Blanca-Las Minas	1535
Carretera Cucaita - Tunja	1536
Carretera Cuenca - Giron, km 4 SW de Portete de Tarqui	1537
Carretera Cuenca - Loja, 68 km S de Cuenca	1538
Carretera Cuenca - Loja, km 13 S de cumbe	1539
Carretera Cuenca-Cumbe-Jima, 4 km arriba de Jima, Palacurcu	1540
Carretera Cuenca-Las Cajas, 14-W 16 km de Cuenca	1541
Carretera Dashliburun - Garrygala	1542
Carretera de Archidona a Baeza, 44 km norte de Archidona	1543
Carretera de Arguedas a Tudela	1544
Carretera de Candasnos a Caspe	1545
Carretera de Chilli Gallo, 9 millas al oeste de San Juan	1546
Carretera de Currillinque a Corral de Salas	1547
Carretera de Huancayo a Huancavelica	1548
Carretera de Huancayo a Tarma	1549
Carretera de Llucmajor a Cas Busso, Mallorca	1550
Carretera de Los Niches a Upeo, bosque secundario oeste de Upeo	1551
Carretera de Monteverde a Lagarto 	1552
Carretera de Motozintla a Niquivil, 7 km de Motozintla, Barrio Allende	1553
Carretera de Parana, 44 km de Parana a Quebracho, Estancia Quebracho	1554
Carretera de Paso Canoas a Cañas Gordas, 9 milas de Paso Canoas	1555
Carretera de Popayan hacia Purace, 9-10 km E de Popayan	1556
Carretera de Rabat - Meknes km 17 	1557
Carretera de Riobamba a Juan de Velasco Pango	1558
Carretera de Salgar a El Dauro 	1559
Carretera de Tafraoute a Baha, Tizi Tarkatin	1560
Carretera de terraceria a Pino Suarez, entre la Estrella y Paso Blanco	1561
Carretera de terraceria Monte Mariana - Colonia Plenitud	1562
Carretera de Toilman a Niquivil, cerca de Ojo de Agua	1563
Carretera de Villa Tunari a Cochabamba, 13 km N de la Presa Corani	1564
Carretera de Villarrica a Pucon	1565
Carretera de Vishut a Guamote	1566
Carretera Dickson, Nicasio	1567
Carretera Dieni Ononge 	1568
Carretera Echeandia - Guanujo	1569
Carretera El Aguila-Piñango, 2,2 km de la torre de microondas	1570
Carretera El Angel - Mira, 35 km W de El Angel	1571
Carretera El Cisne - Zarum, km 5	1572
Carretera Elicura hacia Los Vilos	1573
Carretera en la parte sur del Aeropuerto Dallas	1574
Carretera entre Cohuasqui y Merced de Buenos Aires	1575
Carretera entre Esquipulas y Santa Marta	1576
Carretera entre Fresno y Manizales	1577
Carretera entre la Grita y Bailadores, cerros al margen derecho de la via	1578
Carretera entre La Mana y Latacunga	1579
Carretera entre Mosquera y la Mesa, arriba de Tena	1580
Carretera entre Navarro al El Muñeco, Rio Navarro	1581
Carretera entre Ntsikeni - Sidkida	1582
Carretera entre Paucartambo y Shintuya, 1-2 km del Parque Nacional del Manu	1583
Carretera General Plaza Limon - Gualaceo, km 51-54 de Limon	1584
Carretera Gualaceo - Culebrillas 	1585
Carretera Gualaceo - Limon, km 20-21 	1586
Carretera Gualaceo-Limon, 21 km Este de Gualaceo, Paramos de Culebrillas	1587
Carretera Gualea - La Armenia, 3 km de La Armenia 	1588
Carretera Guaranda - Catarama, arriba de Santa Fe	1589
Carretera Guayacan, 131 km N de La Mana y Montenuevo, Escuela Quindigua	1590
Carretera Humboldt, 6 millas Este de Chico	1591
Carretera Ingapirca - El Corazon, km 13  	1592
Carretera Iquem a Rabat	1593
Carretera Jaji-La Azulita, 5 km NO de Jaji	1594
Carretera Jalpa - Nochistlan, 1 km al oeste de Tlachichila	1595
carretera Jimbura - Zumba 	1596
Carretera Juan de Campillo	1597
Carretera Julio Andrade - Palestina	1598
Carretera Kerk	1599
Carretera Laguna La Cocha, 10 km Este de Pasto	1600
Carretera Las Cruses - El Toro - Hernandez, Sureste de Hernandez 	1601
Carretera Latacunga - Quevedo, 12 km arriba de Pilalo	1602
Carretera Latacunga - Quevedo, 3-5 km Pilalo 	1603
Carretera Libano - Manizales, 23 -43 Km NNW de Murillo	1604
Carretera Loma del Oro, Fierro Urcu, km 13	1605
Carretera Maipu cerca al Museo de Historia Natural de Concepcion	1606
Carretera Markelose	1607
Carretera Mersin Antalya Yolu al Noreste de Bozdogan	1608
Carretera Milas - Fuenjirola, sur de Mijas	1609
Carretera Mr489 al sur de Umkomazi	1610
Carretera N - 525  cerca a Santa Marta de Tera	1611
Carretera N-420 Km 59, Sierra Morena	1612
Carretera Nono - Nanegalito, 5 km de Sierra	1613
Carretera Nono-Nanegal, entre Nono y Tandayapa	1614
Carretera Olmedo - Laguna San Marcos	1615
Carretera Otavalo - Selva Alegre, km 57	1616
Carretera Otavalo-Apuela	1617
Carretera P1 en direccion a Guercif, junto al desvio a Taforalt S403	1618
Carretera Pallatanga - Cajabamba, 29-30 km de Pallatanga	1619
Carretera Panamericana, 2 km S de Jogacshi	1620
Carretera Pifo-Papallacta, km 20	1621
Carretera Pilalo - Zumbagua, 15 km arriba de Pilalo	1622
Carretera Quiidy - Ybycui	1623
Carretera Quime-Inquisivi, Rio Khatu 	1624
Carretera Rio Grande - Francisco Murguia, km 6	1625
Carretera Riobamba - El Triunfo, entre Cajabamba y Pallatanga	1626
Carretera Riobamba - Guaranda 	1627
Carretera Riobamba- Licto, quebrada Supaycahuan	1628
Carretera RN-150 de Las Flores a Agua Negra, cerca a Ojos de Agua	1629
Carretera Rogerson-Oakley, Arroyo Shoshone	1630
Carretera S3 al Norte de Jo´oh	1631
Carretera Salazar, La Jamula, Baza	1632
Carretera Salcedo-Tena, Rio Mulatos	1633
Carretera San Antonio - Calacali - Nanegal, 20 km oeste de Calacali	1634
Carretera San Pablo de Atenas-Chillanes, en la loma de Peresan	1635
Carretera Santo Domingo - Chiriboga, SW de Chiriboga	1636
Carretera Selva Alegre-Manu, 4 km de Selva Alegre	1637
Carretera Sigsig - Gima	1638
Carretera Sisgsig-Gualaquiza km 28, Paramos de Matanga	1639
Carretera superior Olalla, 1 milla hacia Arroyo Berry 	1640
Carretera Tarma-La Merced, cerca Carpapata, 30-34 km de Tarma	1641
Carretera Tingo-Kuelap, Choctamal	1642
Carretera Tocache Nuevo-Juanjui, 89 km de Tocache Nuevo	1643
Carretera Trujillo-Huamachuco, 10-15 km antes de Shorey	1644
Carretera Tulcan - El Carmelo	1645
Carretera Tulcan - Maldonado, 38 km de la depresion en Tulcan Boggy	1646
Carretera Tuquerres-Ricaurte 	1647
Carretera Valle - Intag, arriba de Apuela	1648
Carretera vecinal Herrera-Los Monos Cabecera del Rio Aguacatal	1649
Carretera y las vias del ferrocarril, lado norte de la laguna, 2 km SO de Cuba	1650
Carretera Zumbagua - Angamarca	1651
Carreterra vieja Loja - Catamayo, km 10	1652
Carrizo 	1653
Carrizo-Santo Domingo	1654
Cartagena, Estribaciones de La Muela	1655
Cartagena, Punta de la Azohia	1656
Cartago y San Jose, Paramo Cerro de la Muerte	1657
Cartama, Las Viñas	1658
Casa Blanca	1659
Casa de Buen Retiro, Ciudad Real	1660
Casa de la Ortigosa Albacete	1661
Casa de Roberto, Estacion Pitilla	1662
Casa del Monte, Albacete	1663
Casa Nivkharot	1664
Casal Santa Eulalia	1665
Casarabonela, La Robla	1666
Casares, Base de Sierra Crestellina	1667
Casares, Venta La Laguna	1668
Casas de Benali	1669
Casas de Madrona	1670
Casavieja	1671
Cascada de Basaseachi, sur de Rancho San Lorenzo 	1672
Cascada Locks	1673
Cascada Malikuang 	1674
Caserio Abujao, Rio Abujao	1675
Caserio La Algaida	1676
Casetas al NW de Zaragoza	1677
Caso, Lago Ubales	1678
Caspe	1679
Caspe, Sierra de Valdurrios, cerca de la carretera de Bujaraloz	1680
Castalla	1681
Castanesa Ribagorza	1682
Castell de Cabres	1683
Castellon	1684
Castells de Serrella	1685
Castelo	1686
Castillo de Alhama de Murcia	1687
Castillo de Bayuela, Dehesa de Balsama	1688
Castillo de las Guardas, Carretera a el Pedrosillo Desvio a Cañada Alta 	1689
Castillo de Mirabel	1690
Castillo de Villamalefa	1691
Castillo de Viuelas	1692
Castillo Shalom	1693
Castronuño, La Rinconada	1694
Castuera, Finca La Arzonilla	1695
Catahoula, KNF	1696
Cauce Barbara	1697
Cauce Rashash	1698
Caurel, Formigueiros	1699
Caurel, Rogueira	1700
Cauterets, Estacion 9 	1701
Caxias de sur, Ana Rech, Faxinal	1702
Cayo Puerto Real	1703
Cebolledo, Puerto de San Isidro	1704
Cedeira	1705
Cedillo de la Torre	1706
Ceerigaabo	1707
Ceja de El Alto, 58 km N de La Paz	1708
Ceja de Monte	1709
Celendin	1710
Cementerio Concord, 0,4 millas al sur de la Ruta 156, al sur de Patriot	1711
Cementerio Dorot	1712
Cementerio Duck 	1713
Cementerio Moshe	1714
Cementerio Paragonah, Paragonah	1715
Cementerio St Mary's, Northampton	1716
Cementerio Stanley	1717
Centro Forestal del Alto Parana	1718
Centro Medico Geriatrico Harzfeld	1719
Cerca a la Estacion Forestal Ampijoroa 	1720
Cerca a la Farmacia Aranykigyo	1721
Cerca a la Frontera Zimbagwe - Sur Africa, sur de Gambu 	1722
Cerca de 3 millas Challenge, Arroyo Indian 	1723
Cerca de Badajoz y en zonas hacia la Albuera y Santa Marta	1724
Cerca de Big Sink y Arroyo Mottet, 15 km N de Elqin	1725
Cerca de Columbus 	1726
Cerca de Espiel, Sierra del Castillo, Almendro	1727
Cerca de Kalama	1728
Cerca de la Universidad de Taiwan	1729
Cerca de Montoro	1730
Cerca de Pontezuelas, 25 km al E de Morelia, carretera a Mil Cumbres	1731
Cerca de San Vito y Las Cruces 	1732
Cerca de Tekoa, Washington	1733
Cerca de Zapala	1734
Cerca del Monumento David Douglas en el doctor Pit, isla Big 	1735
Cerca del pueblo de Moundjo, SE de Bandjoun	1736
Cerca del Puesto La Carlina, Rio Coyle	1737
Cercanias de Odivera	1738
Cerrillos	1739
Cerritos	1740
Cerro Abejonal	1741
Cerro Adencul, Rio Traiguen	1742
Cerro Alcocer 	1743
Cerro Anecon Grande	1744
Cerro Apante, al sureste de Ciudad Matagalpa	1745
Cerro Arriba de la Laguna Concahua	1746
Cerro Arriba de Pucara	1747
Cerro Atacaso, Estacion radiotelefonico	1748
Cerro Aurora 	1749
Cerro Azul 	1750
Cerro Balwuitz, sur de San Andres Larrainzar	1751
Cerro Begonia	1752
Cerro Bekom, 11 km SSW de Pico Cerro Kamuk	1753
Cerro Buckeye 	1754
Cerro Buenavista, Paramo alrededor torres del ICE	1755
Cerro Bufete	1756
Cerro Cabecar	1757
Cerro Cabezas	1758
Cerro Cacique 	1759
Cerro Caganido	1760
Cerro Calero, Campillo de Deleitosa	1761
Cerro Camorra	1762
Cerro Campana, Trujillo	1763
Cerro Carrasca	1764
Cerro Catedral	1765
Cerro Catedral, suroeste de Bariloche	1766
Cerro Chapelco	1767
Cerro Chato 	1768
Cerro Chayote	1769
Cerro Chicon, Rio Urubamba, Santuario Historico Machu Pichu	1770
Cerro Chiguayante	1771
Cerro Chompipe, Cuenca del Sarapiqui	1772
Cerro Colorado	1773
Cerro Comanche, 50 km SW de Viacha	1774
Cerro Conga, Cordillera de Chalupas	1775
Cerro Copete	1776
Cerro Corazon, entre Hacienda La Granja y Hacienda El Pongo en carretera a Aloag	1777
Cerro Cristal	1778
Cerro Culiacan	1779
Cerro Curucucho, cerca de 1 km ENE de Siberia	1780
Cerro Danforth, W de Montes Devil's Hole 	1781
Cerro de Akabana	1782
Cerro de Alchochuca	1783
Cerro de Celica, Celica-Guachanama, Km 14-18	1784
Cerro de Chilla	1785
Cerro de Cotijaran 	1786
Cerro de Cuauhtlapan, al E de Orizaba	1787
Cerro de Domingo Gil 	1788
Cerro de Esquihuil	1789
Cerro de Hierro, Arroyo del Pozuelo	1790
Cerro De Hualgayoc	1791
Cerro de La Cantera	1792
Cerro de La Carabina, camino a Arroyo Blanco	1793
Cerro de la Cruz, 6 Km al N de Tepotzotlan 	1794
Cerro de la Florosa	1795
Cerro de la Higuera	1796
Cerro de la Muerte	1797
Cerro de las Gargantillas	1798
Cerro de las Yeguas	1799
Cerro de Oaxaca	1800
Cerro de Pajal Cho Chob	1801
Cerro de Pasco	1802
Cerro de Piñones, al oeste de Pueblo Viejo	1803
Cerro de Pitasa	1804
Cerro de San Cristobal, Badajoz	1805
Cerro de San Juanito	1806
Cerro de San Miguel	1807
Cerro de Yedra	1808
Cerro de Zorra	1809
Cerro del Abanto	1810
Cerro del Arca	1811
Cerro del Boqueron	1812
Cerro del Burro, Santa Clara del Cobre	1813
Cerro del Colli, W de Guadalajara	1814
Cerro del Espejo, Serrania de Perija	1815
Cerro del Gallinazo, Motañas del Este de Caldas	1816
Cerro del Padre Amaya, sector Antenas repetidoras 	1817
Cerro del Torra, vecindad de mesa abajo de cumbre	1818
Cerro dos Fatos	1819
Cerro E de Kahiltna 	1820
Cerro El aguila  Lagunillas	1821
Cerro El Ahuaca, Cariamanga	1822
Cerro El Campanero, 25 km antes de las microondas	1823
Cerro El Gavilan 	1824
Cerro El Guaxan 	1825
Cerro El Hacha	1826
Cerro El Ocote	1827
Cerro El Picacho, Santa Lucia	1828
Cerro El Roble	1829
Cerro El Uyuca	1830
Cerro El Vagro, Loja	1831
Cerro El Viejo	1832
Cerro El Zopilote 	1833
Cerro Elk, Reserva Naval Petroleum 	1834
Cerro en Villa Anibal Pinto, 1 km oeste de la plaza central de Concepcion	1835
Cerro Enandio	1836
Cerro Gold 	1837
Cerro Gramalote	1838
Cerro Grande	1839
Cerro Hermoso	1840
Cerro Huancar, Abra Pampa, Estancia Las Pavas	1841
Cerro Kasir	1842
Cerro Kichi, Villa Kungurwe, Valle Mkengela 	1843
Cerro la Bota, al oeste de Las Palmas	1844
Cerro la Cantarilla, 85 km al sur de Moyahua	1845
Cerro La Conejera	1846
Cerro La Cruz 	1847
Cerro La Mona	1848
Cerro La Peña, 5 km al sureste del ejido La Libertad	1849
Cerro La Tapada 	1850
Cerro La Tolva, entrando por Casa Blanca	1851
Cerro La Torrecilla, O de El Enebro	1852
Cerro La Viuda 	1853
Cerro Las Peñitas	1854
Cerro Laughlin	1855
Cerro Leon, Camino hacia Fila Aguabuena	1856
Cerro Lohmman	1857
Cerro los Huacales	1858
Cerro Macuiltepec	1859
Cerro Mancondiu	1860
Cerro Matumbi, Bosque Kiwengoma, Rio Magugu	1861
Cerro Medio	1862
Cerro Meriden 	1863
Cerro Mollejon, Chabasquen	1864
Cerro Mombachito	1865
Cerro Monserrat, oeste de Yuscaran	1866
Cerro Mozotal	1867
Cerro Musun, 8 km de la Poblacion Wanawas, Rio Bilampi	1868
Cerro Nebuloso, 20 km NE de Tegucigalpa	1869
Cerro Negro	1870
Cerro Nellie, Dover	1871
Cerro Nielol	1872
Cerro Nulato	1873
Cerro Oak 	1874
Cerro Osage 	1875
Cerro Ovando, a lo largo de la carretera entre Golandrinas y Los Cacaos 	1876
Cerro Palacios	1877
Cerro Palmira	1878
Cerro Palomas	1879
Cerro Pelao, Mechitas	1880
Cerro Perales, 5 km E de Taltal	1881
Cerro Pinguical 	1882
Cerro Plataforma	1883
Cerro Pungaluma, arriba de Villa Mshewe 	1884
Cerro Punta y Bambito	1885
Cerro Quemado	1886
Cerro Quiabu 	1887
Cerro Quinceo 	1888
Cerro Recalada, oeste de Bahia Lapataia 	1889
Cerro Respingo, NE de Cerro Punta 	1890
Cerro Rocky 	1891
Cerro Sabila	1892
Cerro Sabino 	1893
Cerro Sakira	1894
Cerro San Felipe, al S de San Cristobal	1895
Cerro San Marcos 	1896
Cerro San Pedro 	1897
Cerro Santa Barbara, Chuquiribamba	1898
Cerro Sara Urcu	1899
Cerro Siete Rios, Estacionamiento de BLM 	1900
Cerro Silver 	1901
Cerro Smith carretera entre Cherry y Shuart	1902
Cerro Snow, Durham, Carolina del Norte	1903
Cerro Sozoranga, Colaisaca-Utuana, Km 05 de PREDESUR	1904
Cerro Tariaqueri 	1905
Cerro Tejon, 1 Km N de El Parian	1906
Cerro Teotepec	1907
Cerro Tisey	1908
Cerro Tumamoc en Tucson	1909
Cerro Tunnel 	1910
Cerro Turrubares	1911
Cerro Tute	1912
Cerro Tuzgle	1913
Cerro Uritusinga, Loja-La Palma Km 18-20	1914
Cerro Venacho, Amecameca	1915
Cerro Villonaco, Loja-Pedestal-La Toma	1916
Cerro Volcan de Somoto	1917
Cerro Yanaurcu	1918
Cerro Yanguan, NE de Pindilig	1919
Cerro Zamorano 	1920
Cerro Zihuateutla 	1921
Cerro Zirate 	1922
Cerros al Noreste de Lae	1923
Cerros Calla Calla	1924
Cerros de Caraigres, entre Quebrada Pilas y Quebrada Ceniza	1925
Cerros de Galera	1926
Cerros de Garbajosa, Guadalajara	1927
Cerros de la Galera	1928
Cerros de Piul	1929
Cerros de Quinto	1930
Cerros de San Rafael	1931
Cerros de Toledo, carretera de Toledo a Navahermosa	1932
Cerros Escazu-La Carpintera, rio Tarbaca	1933
Cervantes, Bosque dos Cavanios	1934
Cevico de la Torre	1935
Chaakoitou, arroyo Tutuwau	1936
Chacahuaro, Valle del Rimac	1937
Chacao, Isla de  Chiloe	1938
Chacharramendi	1939
Chachopo	1940
Chalchihuitan	1941
Changbin	1942
Chapineria	1943
Chaplin	1944
Chapulhuacan, 13 km al N	1945
Chaqui Mayu 	1946
Charazani	1947
Charazani, ladera frente a Niñocoriun	1948
Charco de los Hurones, Ubrique	1949
Charleston	1950
Charrales y potreros por el Rio Tures	1951
Chatienshan	1952
Cheche	1953
Chefchaouen Valle de Ametrasse, cerca de Cherafat	1954
Chelva	1955
Chenhsipao	1956
Chenque Pehuen, Cerros al NO del Destacamento de Gendarmeria	1957
Chera	1958
Cheringoma, Durundi	1959
Cheshire	1960
Chester	1961
Chetu, Chedyu	1962
Cheyenne, 475 millas S	1963
Chiabal	1964
Chiayi	1965
Chicago, Oeste de Pullman	1966
Chical	1967
Chichihualco, 40 km W de Chilpancingo	1968
Chichinautzin	1969
Chicoana	1970
Chicopee	1971
Chilanshan	1972
Chilasco, 6 km este de carretera a Concepcion	1973
Chilches, La Marina	1974
Chiliting-Nanshan	1975
Chilla	1976
Chillicothe	1977
Chimei-Tagangkou	1978
Chipaque	1979
Chipinque Mesa, SW de Monterrey	1980
Chiquilistlan 	1981
Chirivel	1982
Chishan	1983
Chissioua, Mtsamboro	1984
Chiuchiungken	1985
Chiva	1986
Chivay	1987
Chokel Khwar	1988
Chota - Shorey	1989
Chozas de Canales a Fuensalida, Vallehermoso	1990
Chuhuichupa	1991
Chukka, ladera sur de Tala 	1992
Chulilla	1993
Chungchengtatsaoyuan	1994
Chungtzukuan	1995
Chungyangchien	1996
Chunyantsun	1997
Chushan	1998
Chutouchi	1999
Chuyunshan	2000
Cicujano	2001
Cienaga 3 de Junio, Carretera Panamericana Sur	2002
Cienaga de Yalguaraz	2003
Cienega del Toro	2004
Cieza, Sierra de la Cabeza del Asno	2005
Cimatario 	2006
Cinco Villas	2007
Cinctorres	2008
Circo del Gargantan, al pie del Risco Negro	2009
Circo Zapatilla, Tobazo	2010
Ciruelos, salida sur del pueblo	2011
Cistierna, Monte Sorriba	2012
Ciudad Bolivar, Corregimiento Farallones, Farallones de Citara	2013
Ciudad College	2014
Ciudad Lago Salt	2015
Ciudad Real, Volcan de El Cerrajon de la Puebla	2016
Ciutadella, Cala En Blanes	2017
Ciutadella, Macarella	2018
Clackamas	2019
Claros de Saladar, Pastoreados El Trocadero	2020
Clay	2021
Clervaux	2022
Clocolan	2023
Club de Campo de Cordoba	2024
Club de Golf Ga´ash	2025
Cniam Alberdi, 5 km ruta 14	2026
Coajomulco	2027
Coalcoman de Vasquez Pallares 	2028
Cocentaina	2029
Cochabamba	2030
Cochinoca	2031
Cocopunco, en el camino de Sorata a Mapiri	2032
Cocora, Salento	2033
Coffman, borde N del Parque Estatal Hawn 	2034
Cofre de Perote Cerro 	2035
Cofre de Perote, falda W	2036
Cogeces de Iscar	2037
Coin	2038
Coin, Sierra Alpujata, Cabecera rio Pereira	2039
Cointzio 	2040
Colasay	2041
Colchester	2042
Colebrook	2043
Colegio Connecticut, Arboretum	2044
Colegio Tecnico, Elkhorn	2045
Colinas cerca de Alto Eagle, Madison	2046
Colinas de Sierra Nevada por los bancos del Arroyo Jackson 	2047
Collada de Alonga	2048
Collado Ceresa	2049
Colmenar a Villaconejos	2050
Colon	2051
Colonia de Santa Eulalia, comarca de Villena	2052
Colonia Garcia	2053
Colonia Nueva, area de influencia de Reserva IPS	2054
Colonia Vincente Guerrero en la carretera a Finca Cuxtepec	2055
Colorado, 35 millas NE de Radium	2056
Colorado, 45 millas W de Pradera Stove 	2057
Colorado, a lo largo del camino Norte de Arroyo Indian 	2058
Colorado, Bosque Nacional Arapaho, 1 millas SE de Cottonwood 	2059
Colorado, Rancho Stulp's	2060
Columbretes, Illa Grossa	2061
Colusa, Valle Bear 	2062
Colusa, Williams, 4 millas	2063
Colville, Valle Okanogan 	2064
Coma de Gelada	2065
Comaltepec, La Esperanza	2066
Comarca de Cijara, Valdeperdices	2067
Comarca de Santa Elena	2068
Comayagüela, orilla Rio Choluteca	2069
Combaya	2070
Compania Nacional de Alcalis	2071
Compañía de Asfalto Poe Asphalt, Pullman	2072
Compañia Rio Negro, Jardin Botanico y Zoologico Trinidad	2073
Comuna Matiavi-Salinas, Peña Blanca 	2074
Comunidad Matiavi-Salinas, Recinto El Arrayan	2075
Concepcion Calle Leones	2076
Concepcion del Uruguay	2077
Concordia	2078
Condado de Chelan	2079
Condado de Lee	2080
Condado de Roane, via 58, 18 millas al norte del cruce con la 72	2081
Condado de Wyomillasng	2082
Condado Madison	2083
Condado Mawokota, cerca a Mitala Maria, VR-10-02 Bushland	2084
Conde, Bosque de São Miguel	2085
Condega, Cerro El Fraile, a 25 km al oeste del Albergue Cantagallo	2086
Conewago	2087
Confines	2088
Confluence de Cañon Mill y Box, Montañas  Santa Rita 	2089
Confluencia de los Rios Warapuri y Warrangga 	2090
Confluencia del Rio Paraguay y Rio Salado	2091
Confluencias Rios Bella Vista y Coton 	2092
Conil, Fuente del Gallo	2093
Conservacion Tirasberg	2094
Contra Costa, Montaña Diablo	2095
Contreras	2096
Convalescence	2097
Conway	2098
Coopelares, Volcan, Sector Las Pailas	2099
Copacabana	2100
Copses	2101
Cordillera Carpish Y, por encima del tunel en la carretera de Huanuco a Tingo Maria	2102
Cordillera Colan, noreste de La Peca	2103
Cordillera de Doña Ana	2104
Cordillera de los Llanganates, Achiriqui, 13 km NW de Cerro Hermoso 	2105
Cordillera de los Llanganates, Base de Cerro Hermoso 	2106
Cordillera de los Llanganates, desde el Rio Millin hasta la colina Ashpachaca 	2107
Cordillera de los Llanganates, Laguna Chaloacocha	2108
Cordillera de los Llanganates, Laguna Encantada 	2109
Cordillera de los Llanganates, Laguna Pisayambo	2110
Cordillera de los Llanganates, Loma entre Rio Muyu, Rio Toro y Rio Verde Grande	2111
Cordillera de los Llanganates, Machay, Rio Verde 	2112
Cordillera de los Llanganates, Paramo de Sogillas-Valle de los Frailejones	2113
Cordillera de los Llanganates, Rio Verde Grande, 22 km de cumbre el OSO 	2114
Cordillera de los Llanganates, SW de Laguna Encantada 	2115
Cordillera de Nanguipa, Cerro Colorado	2116
Cordillera de Ybytyruzu, Camino Melgarejo antena, 5 km S de Melgarejo	2117
Cordillera del Condor, Rio Wawaime	2118
Cordillera del Loro, 50 km N de Loja	2119
Cordillera del Volcan Tacora, Chislluma, Quebrada de Salitre	2120
Cordillera Oriental Moquentiva	2121
Cordoba, km 7, cerca del Colegio Lasalle	2122
Coria	2123
Cornwall	2124
Corocito	2125
Corocoro	2126
Coroico	2127
Coronel Moldes, La Hoyada	2128
Corral de Saso	2129
Corral Malaeto	2130
Corrales de La Mailesa, Titaguas	2131
Corrales del Vino	2132
Corralitos, al Sur del camino a San Juan de Michis	2133
Corregimiento 20 de Julio, 2 km de la Cabaña del Inderena	2134
Corregimiento de Providencia	2135
Corregimiento de San Felix, sector Las Antenas	2136
Corregimiento Virolin, finca La Sierra	2137
Correntina	2138
Corte Grande	2139
Cortegana, Campamento de Cortegana	2140
Cortes de Arenoso	2141
Cortes de la Frontera, Loma de los Arrieros	2142
Cortijo de De Andres	2143
Cortijo de los Prados de Lopera	2144
Cortijo del Bebedor, Moratalla	2145
Cosautlan de Carnaval 	2146
Costa de la Coma	2147
Costa Fairhaven, al sur de Bellingham	2148
Costa Napoli, 8 millas NE de Playa Hanakapiai	2149
Costa Rica	2150
Cottonwood, carretera entre Moro y Condon en Grakes 	2151
Cowiche, 6 millas oeste de Yakima	2152
Coyoacan 	2153
Coyotepec	2154
Coyotes 	2155
Crater de Pululahua	2156
Crater del Boqueron, Volcan de San Salvador	2157
Crater Haleakala, cueva S de Waikekeehia	2158
Crater Haleakala, Koolau, 2 millas Norte de Holua 	2159
Cresta Buck	2160
Cresta de la Sierra, cerca de la estación de microondas de La Mina	2161
Cresta Matumbi, Bosque Nyamakutwa-Nyamuete 	2162
Cresta Missionary 	2163
Cresta Mporoto, carretera a crater Ngozi	2164
Cresta Norte Kaufman	2165
Cresta Otter	2166
Cresta Otter 	2167
Cresta Russian	2168
Crete, 15 millas W	2169
Criadero de Peces Bennett 	2170
Cruce carretera Montoro-Cardena, Villa del Rio	2171
Cruce de la via numero 6 y el Afluente Te´enim	2172
Cruce del Rio Grand  con la via Estatal 66	2173
Cruce del Rio Swartkops con la carretera 758	2174
Crucero Agua Blanca	2175
Cruz de Caminos Entronque Jerahuaro 	2176
Cruz de Ocote 	2177
Cuadros	2178
Cuarcitas de San Pedro	2179
Cuarta division, Kelabit 	2180
Cuarto Dinamo	2181
Cuautitlan 	2182
Cuellar, Rio Cega	2183
Cuenca	2184
Cuenca - Azogues, cerca km 5 de Cuenca	2185
Cuenca - Machala, km 22, despues de Patachoca	2186
Cuenca - Molleturo, km 20	2187
Cuenca Arroyo Pine, Montañas Warner 	2188
Cuenca del Guadiamar, Zona de Entremuros	2189
Cuenca del Monachil	2190
Cuenca del Pirris-Damas, Peña Negra	2191
Cuenca del Rio Combeima, Finca El Silencio 	2192
Cuenca del Rio San Bartolome	2193
Cuenca del San Carlos, Laguna Verde, Arenal	2194
Cuenca del Tempisque	2195
Cuenca Esmeralda 	2196
Cuenca Pintumayu, Parque Nacional Tunari	2197
Cuenca Superior Rio Ceibo	2198
Cuentla	2199
Cueramaro 	2200
Cuesta de Huazmazotla 	2201
Cuesta de la Reina, Aranjuez	2202
Cuesta de Las Lajitas	2203
Cuesta de Muquillo al Castillejo, camino Cuesta del Arca - Trancas	2204
Cuesta de subida al Santuario, Villa de Ves, Albacete	2205
Cuesta del Espino	2206
Cueto Negro	2207
Cueva de Intihuasi, Sierras al NW del Destacamento Policial de El Durazno	2208
Cueva de la Pileta	2209
Cueva Moqui	2210
Cuevas del Almanzora, Sierra Almagrera	2211
Cuevecillas, cercania al campamento de la UCODEFO 	2212
Cuidad de Redwood, CA 94062	2213
Culla	2214
Cullera, Playa de Tavernes de Valldigna	2215
Cumbe - Oña, km 20	2216
Cumberland, 1 milla oeste de Ozone	2217
Cumbre Calchaquies, Huaca Huasi, El Globo	2218
Cumbre Cerro Corazon	2219
Cumbre de Alaska	2220
Cumbre de Taficillo	2221
Cumbre Gavia	2222
Cumbre Papal, entre Cuilco y Ixmoqui	2223
Cumbre Springs, 5 millas NW de Montaña de Nieve	2224
Cumbres Calchaquies, Co Bayo	2225
Cumbres de Maltrata, Encinar	2226
Cundinamarca, quebrada Chico	2227
Cupatitzio Esthidro 	2228
Cusco, Huaccoto, Pachatusan	2229
Dabeiba	2230
Daggakraal	2231
Daliowa	2232
Daman	2233
Damascus	2234
Daraina	2235
Darien	2236
